development_fold,subject,method,calibration_size,calibration_run,test_runs,training_subjects,source_CSP_fit_subjects,source_scaler_fit_subjects,calibration_trial_keys,calibration_trial_count,calibration_fists_count,calibration_feet_count,test_trial_keys,test_runs_absent_from_calibration,target_EEG_used_for_source_CSP_fit,target_EEG_used_for_source_scaler_fit,unlabeled_test_EEG_used_for_adaptation,target_CSP_refit,target_scaler_refit,decision_layer_fitted_from_calibration_only,calibrated_threshold,target_LDA_training_trial_count
12,12,target_lda,4,14,6/10,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03,4,2,2,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07/S012_R06_T08/S012_R06_T09/S012_R06_T10/S012_R06_T11/S012_R06_T12/S012_R06_T13/S012_R06_T14/S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07/S012_R10_T08/S012_R10_T09/S012_R10_T10/S012_R10_T11/S012_R10_T12/S012_R10_T13/S012_R10_T14,True,False,False,False,False,False,True,,4
12,12,target_lda,8,6,10/14,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07,8,4,4,S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07/S012_R10_T08/S012_R10_T09/S012_R10_T10/S012_R10_T11/S012_R10_T12/S012_R10_T13/S012_R10_T14/S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03/S012_R14_T04/S012_R14_T05/S012_R14_T06/S012_R14_T07/S012_R14_T08/S012_R14_T09/S012_R14_T10/S012_R14_T11/S012_R14_T12/S012_R14_T13/S012_R14_T14,True,False,False,False,False,False,True,,8
12,12,target_lda,8,10,6/14,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07,8,4,4,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07/S012_R06_T08/S012_R06_T09/S012_R06_T10/S012_R06_T11/S012_R06_T12/S012_R06_T13/S012_R06_T14/S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03/S012_R14_T04/S012_R14_T05/S012_R14_T06/S012_R14_T07/S012_R14_T08/S012_R14_T09/S012_R14_T10/S012_R14_T11/S012_R14_T12/S012_R14_T13/S012_R14_T14,True,False,False,False,False,False,True,,8
12,12,target_lda,8,14,6/10,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03/S012_R14_T04/S012_R14_T05/S012_R14_T06/S012_R14_T07,8,4,4,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07/S012_R06_T08/S012_R06_T09/S012_R06_T10/S012_R06_T11/S012_R06_T12/S012_R06_T13/S012_R06_T14/S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07/S012_R10_T08/S012_R10_T09/S012_R10_T10/S012_R10_T11/S012_R10_T12/S012_R10_T13/S012_R10_T14,True,False,False,False,False,False,True,,8
12,12,target_lda,12,6,10/14,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07/S012_R06_T08/S012_R06_T09/S012_R06_T10/S012_R06_T11,12,6,6,S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07/S012_R10_T08/S012_R10_T09/S012_R10_T10/S012_R10_T11/S012_R10_T12/S012_R10_T13/S012_R10_T14/S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03/S012_R14_T04/S012_R14_T05/S012_R14_T06/S012_R14_T07/S012_R14_T08/S012_R14_T09/S012_R14_T10/S012_R14_T11/S012_R14_T12/S012_R14_T13/S012_R14_T14,True,False,False,False,False,False,True,,12
12,12,target_lda,12,10,6/14,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07/S012_R10_T08/S012_R10_T09/S012_R10_T10/S012_R10_T11,12,6,6,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07/S012_R06_T08/S012_R06_T09/S012_R06_T10/S012_R06_T11/S012_R06_T12/S012_R06_T13/S012_R06_T14/S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03/S012_R14_T04/S012_R14_T05/S012_R14_T06/S012_R14_T07/S012_R14_T08/S012_R14_T09/S012_R14_T10/S012_R14_T11/S012_R14_T12/S012_R14_T13/S012_R14_T14,True,False,False,False,False,False,True,,12
12,12,target_lda,12,14,6/10,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03/S012_R14_T04/S012_R14_T05/S012_R14_T06/S012_R14_T07/S012_R14_T08/S012_R14_T09/S012_R14_T10/S012_R14_T11,12,6,6,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07/S012_R06_T08/S012_R06_T09/S012_R06_T10/S012_R06_T11/S012_R06_T12/S012_R06_T13/S012_R06_T14/S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07/S012_R10_T08/S012_R10_T09/S012_R10_T10/S012_R10_T11/S012_R10_T12/S012_R10_T13/S012_R10_T14,True,False,False,False,False,False,True,,12
12,12,target_lda,14,6,10/14,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07/S012_R06_T08/S012_R06_T09/S012_R06_T10/S012_R06_T11/S012_R06_T12/S012_R06_T13,14,7,7,S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07/S012_R10_T08/S012_R10_T09/S012_R10_T10/S012_R10_T11/S012_R10_T12/S012_R10_T13/S012_R10_T14/S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03/S012_R14_T04/S012_R14_T05/S012_R14_T06/S012_R14_T07/S012_R14_T08/S012_R14_T09/S012_R14_T10/S012_R14_T11/S012_R14_T12/S012_R14_T13/S012_R14_T14,True,False,False,False,False,False,True,,14
12,12,target_lda,14,10,6/14,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07/S012_R10_T08/S012_R10_T09/S012_R10_T10/S012_R10_T11/S012_R10_T12/S012_R10_T13,14,7,7,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07/S012_R06_T08/S012_R06_T09/S012_R06_T10/S012_R06_T11/S012_R06_T12/S012_R06_T13/S012_R06_T14/S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03/S012_R14_T04/S012_R14_T05/S012_R14_T06/S012_R14_T07/S012_R14_T08/S012_R14_T09/S012_R14_T10/S012_R14_T11/S012_R14_T12/S012_R14_T13/S012_R14_T14,True,False,False,False,False,False,True,,14
12,12,target_lda,14,14,6/10,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/13/14/15/16/17/18/19/20,S012_R14_T00/S012_R14_T01/S012_R14_T02/S012_R14_T03/S012_R14_T04/S012_R14_T05/S012_R14_T06/S012_R14_T07/S012_R14_T08/S012_R14_T09/S012_R14_T10/S012_R14_T11/S012_R14_T12/S012_R14_T13,14,7,7,S012_R06_T00/S012_R06_T01/S012_R06_T02/S012_R06_T03/S012_R06_T04/S012_R06_T05/S012_R06_T06/S012_R06_T07/S012_R06_T08/S012_R06_T09/S012_R06_T10/S012_R06_T11/S012_R06_T12/S012_R06_T13/S012_R06_T14/S012_R10_T00/S012_R10_T01/S012_R10_T02/S012_R10_T03/S012_R10_T04/S012_R10_T05/S012_R10_T06/S012_R10_T07/S012_R10_T08/S012_R10_T09/S012_R10_T10/S012_R10_T11/S012_R10_T12/S012_R10_T13/S012_R10_T14,True,False,False,False,False,False,True,,14
13,13,threshold,0,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,,0,0,0,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,False,,0
13,13,threshold,0,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,,0,0,0,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,False,,0
13,13,threshold,0,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,,0,0,0,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14,True,False,False,False,False,False,False,,0
13,13,threshold,4,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03,4,2,2,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,True,-0.2832728293859177,0
13,13,threshold,4,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03,4,2,2,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,True,0.17189383475755027,0
13,13,threshold,4,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03,4,2,2,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14,True,False,False,False,False,False,True,-0.051057817588157806,0
13,13,threshold,8,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07,8,4,4,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,True,-0.09545361548998693,0
13,13,threshold,8,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07,8,4,4,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,True,0.17189383475755027,0
13,13,threshold,8,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07,8,4,4,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14,True,False,False,False,False,False,True,-0.11837908053545126,0
13,13,threshold,12,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11,12,6,6,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,True,-0.09545361548998693,0
13,13,threshold,12,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11,12,6,6,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,True,-0.25460538809795075,0
13,13,threshold,12,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11,12,6,6,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14,True,False,False,False,False,False,True,-0.285507146872556,0
13,13,threshold,14,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13,14,7,7,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,True,-0.09545361548998693,0
13,13,threshold,14,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13,14,7,7,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,True,-0.15027421848022415,0
13,13,threshold,14,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13,14,7,7,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14,True,False,False,False,False,False,True,-0.285507146872556,0
13,13,target_lda,0,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,,0,0,0,S013_R10_T00/S013_R10_T01/S013_R10_T02/S013_R10_T03/S013_R10_T04/S013_R10_T05/S013_R10_T06/S013_R10_T07/S013_R10_T08/S013_R10_T09/S013_R10_T10/S013_R10_T11/S013_R10_T12/S013_R10_T13/S013_R10_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,False,,0
13,13,target_lda,0,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/14/15/16/17/18/19/20,,0,0,0,S013_R06_T00/S013_R06_T01/S013_R06_T02/S013_R06_T03/S013_R06_T04/S013_R06_T05/S013_R06_T06/S013_R06_T07/S013_R06_T08/S013_R06_T09/S013_R06_T10/S013_R06_T11/S013_R06_T12/S013_R06_T13/S013_R06_T14/S013_R14_T00/S013_R14_T01/S013_R14_T02/S013_R14_T03/S013_R14_T04/S013_R14_T05/S013_R14_T06/S013_R14_T07/S013_R14_T08/S013_R14_T09/S013_R14_T10/S013_R14_T11/S013_R14_T12/S013_R14_T13/S013_R14_T14,True,False,False,False,False,False,False,,0
